[13/09/2011 00:34] Admin Danhawk: CREATED ITEM #: 2653
[29/12/2011 16:19] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:19] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:19] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:19] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:19] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:19] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:19] Acc Maker 1: CREATED ITEM #: 2004 1
[29/12/2011 16:19] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:19] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:19] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:19] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:19] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:19] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:19] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:19] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:19] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:19] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:19] Somone: CREATED ITEM #: 2261 1
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Acc Maker 1: CREATED ITEM #: 2229 100
[29/12/2011 16:20] Somone: CREATED ITEM #: 2297 1
[29/12/2011 16:20] Somone: CREATED ITEM #: 2086 1
[29/12/2011 16:20] Somone: CREATED ITEM #: 2089 1
[29/12/2011 16:21] Somone: CREATED ITEM #: 2229 100
[29/12/2011 16:21] Somone: CREATED ITEM #: 2229 100
[29/12/2011 16:21] Somone: CREATED ITEM #: 2229 100
[29/12/2011 16:21] Somone: CREATED ITEM #: 2229 100
[29/12/2011 16:21] Somone: CREATED ITEM #: 2229 100
[29/12/2011 16:21] Somone: CREATED ITEM #: 2229 100
[29/12/2011 16:21] Somone: CREATED ITEM #: 2229 100
[29/12/2011 16:21] Somone: CREATED ITEM #: 2229 100
[29/12/2011 16:21] Somone: CREATED ITEM #: 2229 100
[29/12/2011 16:21] Somone: CREATED ITEM #: 2229 100
[29/12/2011 16:21] Somone: CREATED ITEM #: 2229 100
[29/12/2011 16:21] Somone: CREATED ITEM #: 2229 100
[29/12/2011 16:21] Somone: CREATED ITEM #: 2229 100
[29/12/2011 16:21] Somone: CREATED ITEM #: 2229 100
[29/12/2011 16:21] Somone: CREATED ITEM #: 2229 100
[29/12/2011 16:25] Cara: BANNED using /ban: cara
[29/12/2011 16:25] Admin Danhawk: BANNED using /ban: Admin Danhawk
[29/12/2011 16:25] Dreamor: BANNED using /ban: Dreamor
[29/12/2011 16:25] Arlind: BANNED using /ban: Arlind
[29/12/2011 16:25] Heartless: BANNED using /ban: Heartless
[02/05/2012 20:39] Admin Danhawk: CREATED ITEM #: 2269 1
[02/05/2012 21:12] Admin Danhawk: CREATED ITEM #: 2281 1
[02/05/2012 21:12] Admin Danhawk: CREATED ITEM #: 2281 1
[02/05/2012 21:12] Admin Danhawk: CREATED ITEM #: 2281 1
[02/05/2012 21:12] Admin Danhawk: CREATED ITEM #: 2281 1
[02/05/2012 21:13] Admin Danhawk: CREATED ITEM #: 2281 10
[02/05/2012 21:13] Admin Danhawk: CREATED ITEM #: 2281 100
[02/05/2012 21:14] Admin Danhawk: CREATED ITEM #: 2281 100
[02/05/2012 21:14] Admin Danhawk: CREATED ITEM #: 2281 100
[02/05/2012 21:14] Admin Danhawk: CREATED ITEM #: 2281 100
[02/05/2012 21:15] Admin Danhawk: CREATED ITEM #: 2229 10
[03/05/2012 18:03] Admin Danhawk: CREATED ITEM #: 2229 1
[03/05/2012 18:28] Admin Danhawk: CREATED ITEM #: 1988 100
[03/05/2012 18:28] Admin Danhawk: CREATED ITEM #: 1988 10
[03/05/2012 18:28] Admin Danhawk: CREATED ITEM #: 1988 10
[03/05/2012 18:28] Admin Danhawk: CREATED ITEM #: 1988 10
[03/05/2012 18:28] Admin Danhawk: CREATED ITEM #: 1988 10
[03/05/2012 18:28] Admin Danhawk: CREATED ITEM #: 1988 
[03/05/2012 18:29] Admin Danhawk: Let loose a wild: mega exp summoner
[25/06/2013 18:25] Admin Danhawk: CREATED ITEM #: 2229 100
[25/06/2013 18:28] Admin Danhawk: CREATED ITEM #: 2214 1
[25/06/2013 18:54] Admin Danhawk: CREATED ITEM #: 2214
[25/06/2013 18:54] Admin Danhawk: CREATED ITEM #: 2214 1
[25/06/2013 18:54] Admin Danhawk: CREATED ITEM #: 2229 100
[25/06/2013 19:21] Admin Danhawk: CREATED ITEM #: 2089 1
[25/06/2013 19:21] Admin Danhawk: CREATED ITEM #: 2089 1
[25/06/2013 19:38] Admin Danhawk: INITIATED A SHUTDOWN Minutes: 
[25/06/2013 19:48] Admin Danhawk: Let loose a wild: peterlin
[25/06/2013 19:53] Admin Danhawk: CREATED ITEM #: 2229 50
[25/06/2013 19:53] Admin Danhawk: CREATED ITEM #: 2214 1
[25/06/2013 20:34] Admin Danhawk: CREATED ITEM #: 2214 1
[25/06/2013 20:34] Admin Danhawk: CREATED ITEM #: 2229 50
[25/06/2013 20:38] Admin Danhawk: Set a house to: Admin Danhawk
[25/06/2013 20:38] Admin Danhawk: Set a house to: reset
[25/06/2013 20:38] Admin Danhawk: Set a house to: Nobody
[25/06/2013 20:40] Admin Danhawk: Set a house to: 0
[25/06/2013 20:41] Admin Danhawk: Set a house to: %s
[25/06/2013 20:41] Admin Danhawk: Set a house to: 
[25/06/2013 21:44] Admin Danhawk: CREATED ITEM #: 2269 1
[25/06/2013 21:51] Admin Danhawk: Let loose a wild: Ancient Kuliard
[26/06/2013 14:30] Admin Danhawk: CREATED ITEM #: 2197 100
[26/06/2013 14:30] Admin Danhawk: CREATED ITEM #: 2197 200
[26/06/2013 14:31] Admin Danhawk: CREATED ITEM #: 2197 200 20
[26/06/2013 14:31] Admin Danhawk: CREATED ITEM #: 2197 200 20
[26/06/2013 14:31] Admin Danhawk: CREATED ITEM #: 2197 200 20
[26/06/2013 14:31] Admin Danhawk: CREATED ITEM #: 2197 200 20
[26/06/2013 14:31] Admin Danhawk: CREATED ITEM #: 2197 200 20
[26/06/2013 14:31] Admin Danhawk: CREATED ITEM #: 2197 200 20
[26/06/2013 14:31] Admin Danhawk: CREATED ITEM #: 2197 200 20
[26/06/2013 14:31] Admin Danhawk: CREATED ITEM #: 2197 200 20
[26/06/2013 15:11] Admin Danhawk: CREATED ITEM #: 2269 1
[26/06/2013 22:18] Admin Danhawk: CREATED ITEM #: 2229 100
[26/06/2013 22:46] Admin Danhawk: Set a house to: Admin Danhawk
[26/06/2013 22:47] Admin Danhawk: Set a house to: 
[26/06/2013 22:47] Admin Danhawk: Set a house to: Admin Danhawk
[26/06/2013 22:48] Admin Danhawk: Set a house to: 
[26/06/2013 22:56] Admin Danhawk: /addskill: Krys magic 20
[26/06/2013 22:57] Admin Danhawk: /addskill: Krys
[26/06/2013 22:57] Admin Danhawk: /addskill: magic Krys 10
[26/06/2013 22:57] Admin Danhawk: /addskill: magic
[26/06/2013 22:57] Admin Danhawk: /addskill: Krys 10
[26/06/2013 22:59] Admin Danhawk: /addskill: Krys, level 1
[26/06/2013 22:59] Admin Danhawk: /addskill: Krys, magic level 2
[26/06/2013 22:59] Admin Danhawk: /addskill: Krys magic level 2
[26/06/2013 23:00] Admin Danhawk: /addskill: Krys, magic level 20
[26/06/2013 23:00] Admin Danhawk: /addskill: Krys, magic level
[26/06/2013 23:00] Admin Danhawk: /addskill: Krys , level
[26/06/2013 23:01] Admin Danhawk: /addskill: krys, level
[26/06/2013 23:01] Admin Danhawk: /addskill: Admin Danhawk, level
[26/06/2013 23:01] Admin Danhawk: /addskill: level, Admin Danhawk
[26/06/2013 23:05] Admin Danhawk: /addskill: exp 100
[26/06/2013 23:05] Admin Danhawk: /addskill: "Krys" 100
[26/06/2013 23:05] Admin Danhawk: /addskill: level
[26/06/2013 23:05] Admin Danhawk: /addskill: level, Krys
[26/06/2013 23:06] Admin Danhawk: /addskill: level, Krys
[26/06/2013 23:06] Admin Danhawk: /addskill: level
[26/06/2013 23:06] Admin Danhawk: /addskill: krys, level
[26/06/2013 23:06] Admin Danhawk: /addskill: Krys,level
[26/06/2013 23:06] Admin Danhawk: /addskill: level,Krys
[26/06/2013 23:06] Admin Danhawk: /addskill: level, Krys
[26/06/2013 23:06] Admin Danhawk: /addskill: 6, Krys
[26/06/2013 23:06] Admin Danhawk: /addskill: 1, Krys
[26/06/2013 23:07] Admin Danhawk: /addskill: level 1, Krys
[26/06/2013 23:07] Admin Danhawk: /addskill: level1, Krys
[26/06/2013 23:07] Admin Danhawk: /addskill: level, Krys 10
[26/06/2013 23:07] Admin Danhawk: /addskill: Level, Krys
[26/06/2013 23:07] Admin Danhawk: /addskill: magic level, Krys
[26/06/2013 23:07] Admin Danhawk: /addskill: magic level, Krys
[26/06/2013 23:07] Admin Danhawk: /addskill: magic level, Krys
[26/06/2013 23:07] Admin Danhawk: /addskill: magic level, Krys
[26/06/2013 23:07] Admin Danhawk: /addskill: magic level, Krys
[26/06/2013 23:07] Admin Danhawk: /addskill: magic level, Krys
[26/06/2013 23:07] Admin Danhawk: /addskill: magic level, Krys
[26/06/2013 23:07] Admin Danhawk: /addskill: magic level, Krys
[26/06/2013 23:07] Admin Danhawk: /addskill: magic level, Krys
[26/06/2013 23:07] Admin Danhawk: /addskill: magic level, Krys
[26/06/2013 23:07] Admin Danhawk: /addskill: magic level, Krys
[26/06/2013 23:07] Admin Danhawk: /addskill: magic level, Krys
[26/06/2013 23:08] Admin Danhawk: /addskill: magic level, Krys
[26/06/2013 23:08] Admin Danhawk: /addskill: magic level, Krys
[26/06/2013 23:08] Admin Danhawk: /addskill: magic level, Krys
[26/06/2013 23:08] Admin Danhawk: Set a house to: 
[26/06/2013 23:08] Admin Danhawk: Set a house to: 
[26/06/2013 23:08] Admin Danhawk: Set a house to: Admin Danhawk
[26/06/2013 23:12] Admin Danhawk: /addskill: ml, Krys
[26/06/2013 23:12] Admin Danhawk: /addskill: magic, Krys
[26/06/2013 23:12] Admin Danhawk: /addskill: magiclevel, Krys
[26/06/2013 23:12] Admin Danhawk: /addskill: Magic Level, Krys 1
[26/06/2013 23:12] Admin Danhawk: /addskill: Magic Level 1, Krys 
[26/06/2013 23:12] Admin Danhawk: /addskill: Magic Level, Krys
[26/06/2013 23:12] Admin Danhawk: /addskill: magic level, Krys
[26/06/2013 23:12] Admin Danhawk: /addskill: magic level, 1 Krys
[26/06/2013 23:13] Admin Danhawk: /addskill: magic level 1, Krys
[26/06/2013 23:13] Admin Danhawk: /addskill: 1 magic level, Krys
[26/06/2013 23:13] Admin Danhawk: /addskill: magic level, Krys, 10
[26/06/2013 23:13] Admin Danhawk: /addskill: magic level, Admin Danhawk
[26/06/2013 23:13] Admin Danhawk: /addskill: level, Admin Danhawk
[26/06/2013 23:14] Admin Danhawk: /addskill: fist fighting, Admin Danhawk
[26/06/2013 23:14] Admin Danhawk: /addskill: fist fighting, Admin Danhawk
[26/06/2013 23:14] Admin Danhawk: /addskill: fist fighting, Admin Danhawk
[26/06/2013 23:14] Admin Danhawk: /addskill: fist fighting, Admin Danhawk
[26/06/2013 23:14] Admin Danhawk: /addskill: fist fighting, Admin Danhawk
[26/06/2013 23:14] Admin Danhawk: /addskill: fist fighting Admin Danhawk
[26/06/2013 23:14] Admin Danhawk: /addskill: fist fighting Admin Danhawk "10
[26/06/2013 23:14] Admin Danhawk: /addskill: fist fighting Admin Danhawk 10
[26/06/2013 23:15] Admin Danhawk: /addskill: magic 10000 Admin Danhawk
[26/06/2013 23:15] Admin Danhawk: /addskill: magic 10 Admin Danhawk
[26/06/2013 23:15] Admin Danhawk: /addskill: magic 10 Admin Danhawk
[26/06/2013 23:15] Admin Danhawk: /addskill: magic 10 Admin Danhawk
[26/06/2013 23:16] Admin Danhawk: /addskill: magic level 10 Admin Danhawk
[26/06/2013 23:16] Admin Danhawk: /addskill: magic10 Admin Danhawk
[26/06/2013 23:17] Admin Danhawk: /addskill: 10 Admin Danhawk
[26/06/2013 23:17] Admin Danhawk: /addskill: 6 Admin Danhawk
[26/06/2013 23:17] Admin Danhawk: /addskill: Admin Danhawk
[26/06/2013 23:17] Admin Danhawk: /addskill: Admin Danhawk magic
[26/06/2013 23:17] Admin Danhawk: /addskill: hp Admin Danhawk
[26/06/2013 23:17] Admin Danhawk: /addskill: health Admin Danhawk
[26/06/2013 23:17] Admin Danhawk: /addskill: manaAdmin Danhawk
[26/06/2013 23:17] Admin Danhawk: /addskill: mana Admin Danhawk
[26/06/2013 23:17] Admin Danhawk: /addskill: mana 100 Admin Danhawk
[26/06/2013 23:17] Admin Danhawk: /addskill: mana 100 Admin Danhawk
[26/06/2013 23:17] Admin Danhawk: /addskill: mana 100 Admin Danhawk
[26/06/2013 23:17] Admin Danhawk: /addskill: mana 100 Admin Danhawk
[26/06/2013 23:17] Admin Danhawk: /addskill: mana 100 Admin Danhawk
[26/06/2013 23:17] Admin Danhawk: /addskill: mana 100 Admin Danhawk
[26/06/2013 23:17] Admin Danhawk: /addskill: mana 100 Admin Danhawk
[27/06/2013 12:00] Admin Danhawk: Let loose a wild: crypt lord
[05/02/2014 20:34] Admin Danhawk: /addskill: 1 100
[05/02/2014 20:34] Admin Danhawk: /addskill: 1 Admin Danhawk 100
[05/02/2014 20:34] Admin Danhawk: /addskill: Admin Danhawk 10
[05/02/2014 20:34] Admin Danhawk: /addskill: Admin Danhawk, 
[05/02/2014 20:34] Admin Danhawk: /addskill: Admin Danhawk
[05/02/2014 20:35] Admin Danhawk: /addskill: 10 Admin Danhawk
[05/02/2014 20:35] Admin Danhawk: /addskill: 10 Admin 
[05/02/2014 20:36] Admin Danhawk: /addskill: Admin Danhawk, fist 10
[05/02/2014 20:36] Admin Danhawk: /addskill: Admin Danhawk, fist, 10
[05/02/2014 20:36] Admin Danhawk: /addskill: admin danhawk, fist, 10
[05/02/2014 20:41] Admin Danhawk: /addskill: Admin Danhawk distance 10
[05/02/2014 20:41] Admin Danhawk: /addskill: Admin Danhawk distance 10
[05/02/2014 20:43] Admin Danhawk: CREATED ITEM #: 1641
[05/02/2014 20:43] Admin Danhawk: CREATED ITEM #: 1641 1
[05/02/2014 20:43] Admin Danhawk: CREATED ITEM #: 1634 1
[05/02/2014 20:44] Admin Danhawk: CREATED ITEM #: 3450 1
[05/02/2014 20:44] Admin Danhawk: CREATED ITEM #: 3550 1
[05/02/2014 20:45] Admin Danhawk: CREATED ITEM #: 3554
[05/02/2014 20:45] Admin Danhawk: CREATED ITEM #: 3554 1
[05/02/2014 20:45] Admin Danhawk: CREATED ITEM #: 3535 1
[05/02/2014 20:45] Admin Danhawk: CREATED ITEM #: 3543 1
[05/02/2014 20:45] Admin Danhawk: CREATED ITEM #: 3550
[05/02/2014 20:45] Admin Danhawk: CREATED ITEM #: 3550 1
[05/02/2014 20:46] Admin Danhawk: CREATED ITEM #: 3545 1
[10/02/2014 23:05] Admin Danhawk: Set a house to: 0
[10/02/2014 23:05] Admin Danhawk: Set a house to: reset
[10/02/2014 23:05] Admin Danhawk: Set a house to: Nobody
[10/02/2014 23:05] Admin Danhawk: Set a house to: r
[10/02/2014 23:06] Admin Danhawk: Set a house to: remove
[10/02/2014 23:06] Admin Danhawk: Set a house to: del
[10/02/2014 23:06] Admin Danhawk: Set a house to: 
